rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,arxiv:2405.04783v2,GoalGrasp: Grasping Goals in Partially Occluded Scenarios without Grasp Training,2024,arXiv,http://arxiv.org/abs/2405.04783v2,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2503.09078v2,Sequential Multi-Object Grasping with One Dexterous Hand,2025,arXiv,http://arxiv.org/abs/2503.09078v2,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
13,arxiv:2503.00508v1,HGDiffuser: Efficient Task-Oriented Grasp Generation via Human-Guided Grasp Diffusion Models,2025,arXiv,http://arxiv.org/abs/2503.00508v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.1177/0278364907087172,Robotic Grasping of Novel Objects using Vision,2008,The International Journal of Robotics Research,https://doi.org/10.1177/0278364907087172,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:1909.02129v1,Towards Precise Robotic Grasping by Probabilistic Post-grasp Displacement Estimation,2019,arXiv,http://arxiv.org/abs/1909.02129v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.3390/jmse12101793,An End-to-End Underwater Acoustic Target Recognition Model Based on One-Dimensional Convolution and Transformer,2024,Journal of Marine Science and Engineering,https://doi.org/10.3390/jmse12101793,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.3390/s24154861,Robotic Grasping of Unknown Objects Based on Deep Learning-Based Feature Detection,2024,Sensors,https://doi.org/10.3390/s24154861,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
18,title:vision based robotic grasping from object localization pose estimation grasp detection to motion planning a review,"Vision-based Robotic Grasping from Object Localization, Pose Estimation, Grasp Detection to Motion Planning: A Review.",2019,arXiv (Cornell University),https://openalex.org/W2945136467,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1007/s40747-025-01893-x,VLA-Grasp: a vision-language-action modeling with cross-modality fusion for task-oriented grasping,2025,Complex & Intelligent Systems,https://doi.org/10.1007/s40747-025-01893-x,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.48550/arxiv.2309.00966,Compositional Diffusion-Based Continuous Constraint Solvers,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2309.00966,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1109/tase.2023.3328964,MetaGraspNetV2: All-in-One Dataset Enabling Fast and Reliable Robotic Bin Picking via Object Relationship Reasoning and Dexterous Grasping,2023,IEEE Transactions on Automation Science and Engineering,https://doi.org/10.1109/tase.2023.3328964,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.48550/arxiv.2404.18135,Dexterous Grasp Transformer,2024,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2404.18135,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
23,arxiv:2202.11911v3,When Transformer Meets Robotic Grasping: Exploits Context for Efficient Grasp Detection,2022,arXiv,http://arxiv.org/abs/2202.11911v3,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
24,arxiv:2207.11941v1,GE-Grasp: Efficient Target-Oriented Grasping in Dense Clutter,2022,arXiv,http://arxiv.org/abs/2207.11941v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
25,arxiv:2502.08054v2,COMBO-Grasp: Learning Constraint-Based Manipulation for Bimanual Occluded Grasping,2025,arXiv,http://arxiv.org/abs/2502.08054v2,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
26,arxiv:2512.13380v1,Universal Dexterous Functional Grasping via Demonstration-Editing Reinforcement Learning,2025,arXiv,http://arxiv.org/abs/2512.13380v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/lra.2024.3374190,Grasp Multiple Objects with One Hand,2023,arXiv,http://arxiv.org/abs/2310.15599v2,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
28,arxiv:2104.02271v1,Attribute-Based Robotic Grasping with One-Grasp Adaptation,2021,arXiv,http://arxiv.org/abs/2104.02271v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2111.13815v1,GATER: Learning Grasp-Action-Target Embeddings and Relations for Task-Specific Grasping,2021,arXiv,http://arxiv.org/abs/2111.13815v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2404.15189v1,Text2Grasp: Grasp synthesis by text prompts of object grasping parts,2024,arXiv,http://arxiv.org/abs/2404.15189v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2404.18135v1,Dexterous Grasp Transformer,2024,arXiv,http://arxiv.org/abs/2404.18135v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:1907.11035v1,Robot Learning of Shifting Objects for Grasping in Cluttered Environments,2019,arXiv,http://arxiv.org/abs/1907.11035v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.20944/preprints202512.0701.v1,Adaptive Grasping Method for Flexible and Fragile Objects Using a Manipulator by Integrating Haptic-Visual Alignment with Semantic Priors,,,https://doi.org/10.20944/preprints202512.0701.v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.48550/arxiv.2510.02259,Transformers Discover Molecular Structure Without Graph Priors,2025,ArXiv.org,https://doi.org/10.48550/arxiv.2510.02259,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.3389/fncir.2022.842748,"A Novel Device of Reaching, Grasping, and Retrieving Task for Head-Fixed Mice",2022,Frontiers in Neural Circuits,https://doi.org/10.3389/fncir.2022.842748,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.3390/app15052615,A Vision-Guided Deep Learning Framework for Dexterous Robotic Grasping Using Gaussian Processes and Transformers,2025,Applied Sciences,https://doi.org/10.3390/app15052615,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.1109/tmech.2024.3400789,Learning Generalizable Vision-Tactile Robotic Grasping Strategy for Deformable Objects via Transformer,2024,IEEE/ASME Transactions on Mechatronics,https://doi.org/10.1109/tmech.2024.3400789,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1007/s10846-022-01586-4,Improving Object Grasp Performance via Transformer-Based Sparse Shape Completion,2022,Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-022-01586-4,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1177/0278364919872545,Learning task-oriented grasping for tool manipulation from simulated self-supervision,2020,The International Journal of Robotics Research,https://doi.org/10.1177/0278364919872545,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1177/02783649221120029,"Constraint-consistent task-oriented whole-body robot formulation: Task, posture, constraints, multiple contacts, and balance",2022,The International Journal of Robotics Research,https://doi.org/10.1177/02783649221120029,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.3390/s22166208,GR-ConvNet v2: A Real-Time Multi-Grasp Detection Network for Robotic Grasping,2022,Sensors,https://doi.org/10.3390/s22166208,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.1115/esda2008-59057,Motion Planning of an Innovative Serial Robot for Energy Consumption Reduction With “On Fly” Pieces Grasping,2008,Volume 4: Fatigue and Fracture; Fluids Engineering; Heat Transfer; Mechatronics; Micro and Nano Technology; Optical Engineering; Robotics; Systems Engineering; Industrial Applications,https://doi.org/10.1115/esda2008-59057,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.21203/rs.3.rs-9114900/v1,Free-Energy Geometry and Dynamical Regime Switching under Feasibility Constraints A Transferable Dynamical Motif for Nonequilibrium Systems,,,https://doi.org/10.21203/rs.3.rs-9114900/v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
44,arxiv:2211.11903v2,FLEX: Full-Body Grasping Without Full-Body Grasps,2022,arXiv,http://arxiv.org/abs/2211.11903v2,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
45,arxiv:2603.15265v1,MoE-ACT: Scaling Multi-Task Bimanual Manipulation with Sparse Language-Conditioned Mixture-of-Experts Transformers,2026,arXiv,http://arxiv.org/abs/2603.15265v1,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.3390/app13010525,Task-Specific Grasp Planning for Robotic Assembly by Fine-Tuning GQCNNs on Automatically Generated Synthetic Data,2022,Applied Sciences,https://doi.org/10.3390/app13010525,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.3390/robotics8030079,Model-Based Grasping of Unknown Objects from a Random Pile,2019,Robotics,https://doi.org/10.3390/robotics8030079,Addresses energy-based transformers for grasping or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Ebm transformer compositional grasping keeps action-critical alternatives explicit until a physical observation collapses them.
